Brand Name,Generic Name,manufacturer,2012 Total Spending,2012 Total Dosage Units,2012 Total Claims,"2012 Total 
Beneficiaries",2012 Average Spending Per Dosage Unit (Weighted),"2012 Average 
Spending Per Claim","2012 Average 
Spending Per Beneficiary",2013 Total Spending,2013 Total Dosage Units,2013 Total Claims,"2013 Total 
Beneficiaries",2013 Average Spending Per Dosage Unit (Weighted),"2013 Average 
Spending Per Claim","2013 Average 
Spending Per Beneficiary",2014 Total Spending,2014 Total Dosage Units,2014 Total Claims,"2014 Total 
Beneficiaries",2014 Average Spending Per Dosage Unit (Weighted),"2014 Average 
Spending Per Claim","2014 Average 
Spending Per Beneficiary",2015 Total Spending,2015 Total Dosage Units,2015 Total Claims,"2015 Total 
Beneficiaries",2015 Average Spending Per Dosage Unit (Weighted),"2015 Average 
Spending Per Claim","2015 Average 
Spending Per Beneficiary",2016 Total Spending,2016 Total Dosage Units,2016 Total Claims,"2016 Total 
Beneficiaries",2016 Average Spending Per Dosage Unit (Weighted),"2016 Average 
Spending Per Claim","2016 Average 
Spending Per Beneficiary",Change in Average Spending Per Dosage Unit (2015-2016),Annual Growth Rate in Average Spending Per Dosage Unit (2012-2016)
Guanfacine HCl ,Guanfacine HCl ,Mylan ,"$1,537,071.33 ","4,989,719","86,154","17,484",$0.31 ,$17.84 ,$87.91 ,"$1,401,927.75 ","5,178,440","88,155","17,831",$0.27 ,$15.90 ,$78.62 ,"$1,065,785.72 ","4,619,326","78,203","15,931",$0.23 ,$13.63 ,$66.90 ,"$687,175.64 ","3,340,053","54,711","12,605",$0.21 ,$12.56 ,$54.52 ,"$498,754.53 ","2,733,344","43,192","10,053",$0.19 ,$11.55 ,$49.61 ,-10.39%,-11.91%
Guanfacine HCl ER ,Guanfacine HCl ,Actavis Pharma ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$85,946.16 ","10,563",297,286,$8.14 ,$289.38 ,$300.51 ,"$1,935,798.02 ","348,408","9,897","2,373",$5.57 ,$195.59 ,$815.76 ,"$829,646.47 ","382,559","10,459","2,430",$2.17 ,$79.32 ,$341.42 ,-60.98%,-48.34%
Guanfacine HCl ER ,Guanfacine HCl ,Mylan ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$219,757.09 ","64,516","1,836",595,$3.41 ,$119.69 ,$369.34 ,"$437,023.26 ","189,873","5,333","1,216",$2.31 ,$81.95 ,$359.39 ,-32.16%,-32.16%
Guanfacine HCl ER ,Guanfacine HCl ,Par Pharm. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$81,751.96 ","38,380","1,100",382,$2.14 ,$74.32 ,$214.01 ,"$269,116.36 ","147,526","4,218","1,040",$1.83 ,$63.80 ,$258.77 ,-14.83%,-14.83%
Guanfacine HCl ER ,Guanfacine HCl ,Sandoz ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$81,595.33 ","30,297",796,321,$2.69 ,$102.51 ,$254.19 ,"$89,193.19 ","47,424","1,309",568,$1.88 ,$68.14 ,$157.03 ,-30.14%,-30.14%
Guanfacine HCl ER ,Guanfacine HCl ,Teva USA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$35,416.98 ","14,007",304,116,$2.58 ,$116.50 ,$305.32 ,"$127,091.27 ","61,764","1,627",527,$2.09 ,$78.11 ,$241.16 ,-19.13%,-19.13%
Gynazole 1 ,Butoconazole Nitrate ,Lumara/Perrigo ,  ,  ,  ,  ,  ,  ,  ,"$58,693.62 ","4,326",667,562,$13.57 ,$88.00 ,$104.44 ,"$91,392.62 ","6,358",864,643,$14.37 ,$105.78 ,$142.13 ,"$74,002.67 ","4,994",753,579,$14.82 ,$98.28 ,$127.81 ,"$6,387.28 ",418,63,58,$15.30 ,$101.39 ,$110.13 ,3.21%,4.08%
Gynazole 1 ,Butoconazole Nitrate ,Perrigo Co. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$8,493.69 ",469,67,55,$18.11 ,$126.77 ,$154.43 ,"$57,864.99 ","3,183",511,397,$18.18 ,$113.24 ,$145.76 ,0.39%,0.39%
H.P. Acthar ,Corticotropin ,Questcor ,  ,  ,  ,  ,  ,  ,  ,"$249,861,355.53 ","40,552","6,443","2,313","$6,161.51 ","$38,780.28 ","$108,024.80 ","$391,189,652.63 ","60,204","9,611","2,932","$6,497.74 ","$40,702.28 ","$133,420.75 ","$503,999,371.37 ","73,820","11,209","3,104","$6,827.41 ","$44,963.81 ","$162,370.93 ","$636,174,839.71 ","91,690","12,867","3,076","$6,938.32 ","$49,442.36 ","$206,818.87 ",1.62%,4.04%
Halaven ,Eribulin Mesylate ,Eisai Inc. ,"$805,502.77 ","1,760",178,47,$457.67 ,"$4,525.30 ","$17,138.36 ","$660,780.02 ","1,396",135,38,$473.34 ,"$4,894.67 ","$17,388.95 ","$1,163,706.37 ","2,419",237,69,$481.03 ,"$4,910.15 ","$16,865.31 ","$856,896.44 ","1,700",160,44,$504.06 ,"$5,355.60 ","$19,474.92 ","$939,225.91 ","1,814",190,45,$517.77 ,"$4,943.29 ","$20,871.69 ",2.72%,3.13%
Halcion ,Triazolam ,Pharmacia/Upjhn ,"$3,990.44 ","1,661",50,11,$2.40 ,$79.81 ,$362.77 ,"$26,784.33 ","10,750",183,66,$2.49 ,$146.36 ,$405.82 ,"$79,042.64 ","26,309",506,132,$3.00 ,$156.21 ,$598.81 ,"$113,535.35 ","32,868",684,168,$3.45 ,$165.99 ,$675.81 ,"$143,311.64 ","35,394",703,179,$4.05 ,$203.86 ,$800.62 ,17.22%,13.94%
Haldol ,Haloperidol Lactate ,Janssen Pharm. ,"$32,946.81 ","2,371",494,376,$13.90 ,$66.69 ,$87.62 ,"$16,462.16 ","1,086",254,197,$15.16 ,$64.81 ,$83.56 ,"$20,497.70 ","1,345",263,206,$15.24 ,$77.94 ,$99.50 ,"$10,883.41 ",615,170,130,$17.69 ,$64.02 ,$83.72 ,"$6,060.60 ",328,65,46,$18.48 ,$93.24 ,$131.75 ,4.44%,7.38%
Haldol Decanoate 100 ,Haloperidol Decanoate ,Janssen Pharm. ,"$832,271.49 ","7,710","3,849","1,303",$107.95 ,$216.23 ,$638.73 ,"$404,141.28 ","3,337","1,710",533,$121.11 ,$236.34 ,$758.24 ,"$289,309.94 ","2,091","1,068",340,$138.36 ,$270.89 ,$850.91 ,"$266,411.99 ","1,878","1,011",347,$141.90 ,$263.51 ,$767.76 ,"$114,314.85 ",774,384,142,$147.69 ,$297.69 ,$805.03 ,4.08%,8.15%
Haldol Decanoate 50 ,Haloperidol Decanoate ,Janssen Pharm. ,"$138,984.19 ","2,408","1,363",459,$57.73 ,$101.97 ,$302.80 ,"$70,121.86 ","1,094",606,195,$64.13 ,$115.71 ,$359.60 ,"$51,827.09 ",713,357,134,$72.69 ,$145.17 ,$386.77 ,"$43,563.14 ",574,337,105,$75.89 ,$129.27 ,$414.89 ,"$30,036.15 ",355,183,56,$84.61 ,$164.13 ,$536.36 ,11.48%,10.03%
Halobetasol Propionate ,Halobetasol Propionate ,Fougera/Sandoz ,"$75,526.51 ","90,509","1,394",761,$0.83 ,$54.18 ,$99.25 ,"$68,401.78 ","80,613","1,003",535,$0.85 ,$68.20 ,$127.85 ,"$762,022.51 ","303,520","5,164","3,467",$2.51 ,$147.56 ,$219.79 ,"$1,783,755.33 ","721,548","12,138","7,129",$2.47 ,$146.96 ,$250.21 ,"$1,347,254.10 ","563,550","10,854","6,637",$2.39 ,$124.13 ,$202.99 ,-3.30%,30.10%
Halobetasol Propionate ,Halobetasol Propionate ,G & W Labs. ,"$1,947,727.22 ","2,132,120","39,687","22,359",$0.91 ,$49.08 ,$87.11 ,"$5,648,429.19 ","2,901,897","52,743","30,091",$1.95 ,$107.09 ,$187.71 ,"$8,340,906.32 ","2,903,499","53,201","30,504",$2.87 ,$156.78 ,$273.44 ,"$7,629,037.02 ","2,633,612","48,616","27,540",$2.90 ,$156.92 ,$277.02 ,"$7,166,811.04 ","2,723,863","51,898","29,043",$2.63 ,$138.09 ,$246.77 ,-9.17%,30.27%
Halobetasol Propionate ,Halobetasol Propionate ,Perrigo Co. ,"$3,928,591.80 ","4,246,137","81,159","43,607",$0.93 ,$48.41 ,$90.09 ,"$7,440,422.62 ","4,033,590","77,247","42,377",$1.84 ,$96.32 ,$175.58 ,"$8,547,135.20 ","3,388,920","65,009","35,597",$2.52 ,$131.48 ,$240.11 ,"$7,019,577.24 ","2,797,110","54,294","30,116",$2.51 ,$129.29 ,$233.08 ,"$5,904,857.39 ","2,280,992","44,492","25,474",$2.59 ,$132.72 ,$231.80 ,3.16%,29.33%
Halobetasol Propionate ,Halobetasol Propionate ,Taro Pharm USA ,"$36,434.03 ","44,024",819,418,$0.83 ,$44.49 ,$87.16 ,"$19,052.23 ","17,587",343,227,$1.08 ,$55.55 ,$83.93 ,"$525,112.34 ","173,103","3,325","2,315",$3.03 ,$157.93 ,$226.83 ,"$1,105,514.48 ","362,224","6,884","4,065",$3.05 ,$160.59 ,$271.96 ,"$180,091.23 ","61,319","1,219",716,$2.94 ,$147.74 ,$251.52 ,-3.74%,37.21%
Halog ,Halcinonide ,Ranbaxy/Sun Pha ,"$1,100,773.68 ","417,790","4,404","2,687",$2.66 ,$249.95 ,$409.67 ,"$1,291,107.92 ","465,708","4,373","2,842",$2.80 ,$295.25 ,$454.30 ,"$2,040,520.15 ","539,677","5,674","3,502",$3.83 ,$359.63 ,$582.67 ,"$2,834,232.19 ","382,652","3,962","2,328",$7.53 ,$715.35 ,"$1,217.45 ","$2,941,744.64 ","272,209","2,952","1,702",$11.01 ,$996.53 ,"$1,728.40 ",46.18%,42.56%
Haloperidol ,Haloperidol ,Ahp ,"$110,023.21 ","62,520","1,428",358,$1.69 ,$77.05 ,$307.33 ,"$149,928.20 ","91,870","1,943",739,$1.62 ,$77.16 ,$202.88 ,"$182,560.57 ","119,167","2,828",852,$1.51 ,$64.55 ,$214.27 ,"$100,677.66 ","60,362","1,656",431,$1.70 ,$60.80 ,$233.59 ,"$113,715.10 ","71,329","2,029",474,$1.60 ,$56.04 ,$239.91 ,-5.51%,-1.31%
Haloperidol ,Haloperidol ,Major Pharmaceu ,"$15,292.93 ","75,760","1,681",566,$0.20 ,$9.10 ,$27.02 ,"$60,340.30 ","193,501","3,766","1,550",$0.31 ,$16.02 ,$38.93 ,"$206,712.81 ","328,007","6,742","2,546",$0.63 ,$30.66 ,$81.19 ,"$147,864.47 ","216,712","4,793","1,785",$0.70 ,$30.85 ,$82.84 ,"$94,888.15 ","147,404","3,118","1,112",$0.65 ,$30.43 ,$85.33 ,-7.05%,33.75%
Haloperidol ,Haloperidol ,Mylan ,"$11,572,927.43 ","47,259,400","871,523","167,827",$0.24 ,$13.28 ,$68.96 ,"$14,480,063.73 ","47,858,798","877,799","169,130",$0.30 ,$16.50 ,$85.61 ,"$24,652,094.16 ","45,666,499","832,176","162,913",$0.54 ,$29.62 ,$151.32 ,"$24,881,239.15 ","44,095,582","807,997","157,232",$0.56 ,$30.79 ,$158.25 ,"$17,960,840.97 ","34,062,643","624,458","128,336",$0.53 ,$28.76 ,$139.95 ,-6.45%,21.20%
Haloperidol ,Haloperidol ,Mylan Instituti ,"$220,307.32 ","792,834","19,003","4,241",$0.29 ,$11.59 ,$51.95 ,"$389,617.62 ","989,179","22,171","5,952",$0.39 ,$17.57 ,$65.46 ,"$633,380.84 ","927,464","21,025","5,606",$0.66 ,$30.13 ,$112.98 ,"$388,910.57 ","545,646","13,564","3,564",$0.69 ,$28.67 ,$109.12 ,"$290,115.13 ","406,958","9,766","2,423",$0.70 ,$29.71 ,$119.73 ,1.95%,25.12%
Haloperidol ,Haloperidol ,Sandoz ,"$4,370,462.66 ","10,097,363","193,686","46,662",$0.44 ,$22.56 ,$93.66 ,"$4,598,917.46 ","9,845,778","183,580","46,592",$0.48 ,$25.05 ,$98.71 ,"$7,502,676.10 ","11,270,450","217,441","52,975",$0.66 ,$34.50 ,$141.63 ,"$7,358,733.14 ","10,986,980","211,089","50,063",$0.67 ,$34.86 ,$146.99 ,"$10,241,155.58 ","18,227,055","343,173","71,757",$0.56 ,$29.84 ,$142.72 ,-16.32%,6.07%
Haloperidol ,Haloperidol ,Zydus Pharmaceu ,"$7,673,316.41 ","7,097,168","128,058","21,038",$1.10 ,$59.92 ,$364.74 ,"$8,591,199.28 ","7,579,047","138,706","22,941",$1.15 ,$61.94 ,$374.49 ,"$8,891,801.98 ","7,972,963","146,733","24,509",$1.13 ,$60.60 ,$362.80 ,"$9,956,845.77 ","9,501,314","178,441","32,029",$1.06 ,$55.80 ,$310.87 ,"$10,488,601.88 ","11,338,689","215,547","36,023",$0.94 ,$48.66 ,$291.16 ,-11.89%,-3.90%
Haloperidol ,Haloperidol Lactate ,Patriot Pharmac ,"$156,062.23 ","23,234","3,855","2,491",$6.72 ,$40.48 ,$62.65 ,"$126,954.64 ","20,107","3,356","1,968",$6.31 ,$37.83 ,$64.51 ,"$156,641.31 ","25,696","4,706","3,090",$6.10 ,$33.29 ,$50.69 ,"$158,785.60 ","24,620","4,916","3,160",$6.45 ,$32.30 ,$50.25 ,"$100,142.27 ","20,051","2,657","1,790",$4.99 ,$37.69 ,$55.95 ,-22.56%,-7.14%
Haloperidol Decanoate ,Haloperidol Decanoate ,App/Fresenius K ,"$15,486,723.71 ","427,257","195,519","32,478",$35.86 ,$79.21 ,$476.84 ,"$14,991,496.63 ","412,377","199,216","32,567",$35.78 ,$75.25 ,$460.33 ,"$12,089,720.13 ","333,624","170,935","28,676",$35.82 ,$70.73 ,$421.60 ,"$13,208,213.41 ","310,969","156,473","28,031",$42.07 ,$84.41 ,$471.20 ,"$12,148,254.97 ","280,792","148,205","24,520",$43.04 ,$81.97 ,$495.44 ,2.30%,4.67%
Haloperidol Decanoate ,Haloperidol Decanoate ,Mylan Instituti ,  ,  ,  ,  ,  ,  ,  ,"$367,510.59 ","8,258","5,050","2,265",$44.50 ,$72.77 ,$162.26 ,"$2,546,350.61 ","59,004","34,490","7,785",$43.08 ,$73.83 ,$327.08 ,"$2,651,591.09 ","64,992","33,257","9,658",$40.84 ,$79.73 ,$274.55 ,"$4,417,194.38 ","114,420","65,467","11,893",$37.98 ,$67.47 ,$371.41 ,-6.98%,-5.14%
Haloperidol Decanoate ,Haloperidol Decanoate ,Patriot Pharmac ,"$375,150.77 ","14,068","8,126","2,336",$26.67 ,$46.17 ,$160.60 ,"$580,223.66 ","22,172","13,097","3,226",$26.17 ,$44.30 ,$179.86 ,"$753,497.87 ","29,474","18,079","4,472",$25.56 ,$41.68 ,$168.49 ,"$1,033,474.69 ","39,913","25,403","5,324",$25.89 ,$40.68 ,$194.12 ,"$896,485.45 ","36,342","23,818","4,905",$24.67 ,$37.64 ,$182.77 ,-4.73%,-1.93%
Haloperidol Decanoate ,Haloperidol Decanoate ,Teva Parenteral ,"$74,893.47 ","12,120","4,750","1,590",$6.25 ,$15.77 ,$47.10 ,"$48,462.42 ","7,672","3,062",991,$6.39 ,$15.83 ,$48.90 ,"$28,363.02 ","4,528","1,955",689,$6.37 ,$14.51 ,$41.17 ,"$27,264.01 ","4,043","1,708",590,$6.77 ,$15.96 ,$46.21 ,"$19,724.85 ","3,138","1,263",499,$6.32 ,$15.62 ,$39.53 ,-6.68%,0.28%
Haloperidol Decanoate 100 ,Haloperidol Decanoate ,Patriot Pharmac ,"$3,777,312.78 ","77,458","39,484","8,518",$48.77 ,$95.67 ,$443.45 ,"$5,573,462.51 ","113,990","60,855","11,795",$48.89 ,$91.59 ,$472.53 ,"$5,464,330.04 ","111,859","62,092","11,771",$48.85 ,$88.00 ,$464.22 ,"$7,480,709.32 ","155,277","89,443","16,687",$48.18 ,$83.64 ,$448.30 ,"$6,419,961.58 ","142,590","83,675","14,976",$45.02 ,$76.72 ,$428.68 ,-6.54%,-1.98%
Haloperidol Lactate ,Haloperidol Lactate ,App/Fresenius K ,"$1,118,894.03 ","179,138","34,021","17,795",$6.25 ,$32.89 ,$62.88 ,"$849,728.46 ","152,117","27,723","14,941",$5.59 ,$30.65 ,$56.87 ,"$771,552.10 ","147,048","27,628","15,254",$5.25 ,$27.93 ,$50.58 ,"$777,476.91 ","140,783","25,184","14,194",$5.52 ,$30.87 ,$54.78 ,"$717,741.94 ","128,157","21,674","12,127",$5.60 ,$33.12 ,$59.19 ,1.41%,-2.69%
Haloperidol Lactate ,Haloperidol Lactate ,Mylan Instituti ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$25,041.36 ","14,162","2,350","1,682",$1.77 ,$10.66 ,$14.89 ,"$59,392.69 ","33,800","6,336","3,998",$1.76 ,$9.37 ,$14.86 ,"$110,270.04 ","56,875","11,040","6,386",$1.94 ,$9.99 ,$17.27 ,10.34%,4.71%
Haloperidol Lactate ,Haloperidol Lactate ,Pharmaceutical ,"$206,298.18 ","1,122,162","7,935","3,134",$0.18 ,$26.00 ,$65.83 ,"$243,343.36 ","1,387,652","9,940","3,870",$0.18 ,$24.48 ,$62.88 ,"$242,062.34 ","1,508,901","11,069","4,232",$0.16 ,$21.87 ,$57.20 ,"$279,744.54 ","1,783,323","13,296","5,368",$0.16 ,$21.04 ,$52.11 ,"$313,830.57 ","1,894,235","14,326","6,249",$0.17 ,$21.91 ,$50.22 ,5.62%,-2.57%
Haloperidol Lactate ,Haloperidol Lactate ,Sagent Pharmace ,"$61,233.45 ","8,331","1,272",938,$7.35 ,$48.14 ,$65.28 ,"$106,569.86 ","15,226","2,465","1,716",$7.00 ,$43.23 ,$62.10 ,"$102,800.90 ","18,093","2,701","1,956",$5.68 ,$38.06 ,$52.56 ,"$102,559.70 ","15,656","2,816","1,952",$6.55 ,$36.42 ,$52.54 ,"$95,492.68 ","14,810","2,744","1,882",$6.45 ,$34.80 ,$50.74 ,-1.57%,-3.22%
Haloperidol Lactate ,Haloperidol Lactate ,Silarx Pharm ,"$164,568.85 ","861,444","7,566","3,011",$0.19 ,$21.75 ,$54.66 ,"$188,977.46 ","990,805","8,753","3,645",$0.19 ,$21.59 ,$51.85 ,"$152,089.76 ","820,188","8,499","3,786",$0.19 ,$17.90 ,$40.17 ,"$139,638.22 ","754,659","8,325","4,046",$0.19 ,$16.77 ,$34.51 ,"$129,347.09 ","628,564","6,961","3,484",$0.21 ,$18.58 ,$37.13 ,11.21%,1.88%
Haloperidol Lactate ,Haloperidol Lactate ,Teva USA ,"$341,435.33 ","1,679,457","15,692","6,246",$0.20 ,$21.76 ,$54.66 ,"$271,054.34 ","1,268,653","13,942","6,026",$0.21 ,$19.44 ,$44.98 ,"$209,895.10 ","1,048,237","11,915","5,297",$0.20 ,$17.62 ,$39.63 ,"$186,825.81 ","868,871","10,423","5,177",$0.22 ,$17.92 ,$36.09 ,"$167,993.54 ","579,083","9,247","4,947",$0.29 ,$18.17 ,$33.96 ,34.92%,9.30%
Harvoni ,Ledipasvir/Sofosbuvir ,Gilead Sciences ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$699,892,572.27 ","612,518","21,799","11,718","$1,142.65 ","$32,106.64 ","$59,727.99 ","$7,030,633,485.80 ","6,237,573","225,792","75,722","$1,127.14 ","$31,137.66 ","$92,847.96 ","$4,399,701,570.00 ","3,933,297","141,708","52,804","$1,118.58 ","$31,047.66 ","$83,321.37 ",-0.76%,-1.06%
Havrix ,Hepatitis A Virus Vaccine/PF ,Glaxosmithkline ,"$558,994.97 ","8,523","8,334","7,612",$65.80 ,$67.07 ,$73.44 ,"$693,860.67 ","8,925","8,830","7,959",$78.20 ,$78.58 ,$87.18 ,"$1,042,332.43 ","16,168","14,656","13,219",$65.66 ,$71.12 ,$78.85 ,"$1,096,613.07 ","14,949","14,832","13,576",$73.74 ,$73.94 ,$80.78 ,"$3,143,314.66 ","41,734","41,197","39,401",$75.74 ,$76.30 ,$79.78 ,2.72%,3.58%
Healthy Accents Unifine Pentip ,"Pen Needle, Diabetic ",Owen Mumford Us ,"$21,083.76 ","96,791",783,566,$0.22 ,$26.93 ,$37.25 ,"$115,782.52 ","531,902","4,252","1,930",$0.22 ,$27.23 ,$59.99 ,"$134,368.95 ","630,956","4,735","1,927",$0.21 ,$28.38 ,$69.73 ,"$148,902.93 ","709,814","5,296","2,079",$0.21 ,$28.12 ,$71.62 ,"$161,988.57 ","768,755","5,748","2,158",$0.21 ,$28.18 ,$75.06 ,0.26%,-0.83%
Heather ,Norethindrone ,Glenmark Pharma ,"$34,166.12 ","39,594","1,047",334,$0.86 ,$32.63 ,$102.29 ,"$86,178.08 ","113,484","3,237",835,$0.76 ,$26.62 ,$103.21 ,"$128,545.93 ","193,037","5,242","1,290",$0.67 ,$24.52 ,$99.65 ,"$92,502.56 ","150,927","3,928","1,015",$0.61 ,$23.55 ,$91.14 ,"$83,439.45 ","152,732","3,770","1,000",$0.55 ,$22.13 ,$83.44 ,-10.86%,-10.80%
Hectorol ,Doxercalciferol ,Genzyme ,"$20,393,633.26 ","1,549,563","39,757","7,330",$13.57 ,$512.96 ,"$2,782.21 ","$21,874,955.32 ","1,255,217","30,786","5,672",$17.58 ,$710.55 ,"$3,856.66 ","$8,046,364.74 ","378,884","10,010","3,098",$21.72 ,$803.83 ,"$2,597.28 ","$1,366,006.15 ","63,396","1,582",459,$22.56 ,$863.47 ,"$2,976.05 ","$542,685.32 ","23,344",532,139,$23.89 ,"$1,020.09 ","$3,904.21 ",5.88%,15.18%
Heparin Sodium ,"Heparin Sodium,Porcine ",App/Fresenius K ,"$3,004,642.16 ","654,214","30,448","6,788",$5.03 ,$98.68 ,$442.64 ,"$2,977,377.25 ","700,895","30,494","6,735",$4.95 ,$97.64 ,$442.08 ,"$1,762,142.49 ","455,907","15,393","4,908",$4.05 ,$114.48 ,$359.03 ,"$1,069,006.88 ","309,874","8,050","3,213",$3.36 ,$132.80 ,$332.71 ,"$845,292.39 ","261,623","6,552","2,407",$3.37 ,$129.01 ,$351.18 ,0.39%,-9.55%
Heparin Sodium ,"Heparin Sodium,Porcine ",App/Novaplus ,"$5,016.45 ","2,382",85,47,$2.11 ,$59.02 ,$106.73 ,"$2,009.17 ","1,365",56,38,$1.47 ,$35.88 ,$52.87 ,"$3,522.91 ","2,611",78,51,$1.35 ,$45.17 ,$69.08 ,"$2,377.31 ","1,595",77,50,$1.49 ,$30.87 ,$47.55 ,"$2,560.36 ","1,979",87,43,$1.29 ,$29.43 ,$59.54 ,-13.20%,-11.47%
Heparin Sodium ,"Heparin Sodium,Porcine ",Hospira ,"$2,371,474.48 ","1,444,637","62,993","13,832",$1.63 ,$37.65 ,$171.45 ,"$1,360,094.04 ","1,179,343","56,048","12,481",$1.14 ,$24.27 ,$108.97 ,"$1,680,562.48 ","1,339,230","67,687","14,214",$1.33 ,$24.83 ,$118.23 ,"$2,556,624.47 ","1,828,910","82,320","16,360",$1.39 ,$31.06 ,$156.27 ,"$2,609,687.34 ","1,614,377","73,832","15,083",$1.61 ,$35.35 ,$173.02 ,15.83%,-0.32%
Heparin Sodium ,"Heparin Sodium,Porcine ",Mckesson Packag ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$135,050.43 ","54,774","2,958","1,319",$2.46 ,$45.66 ,$102.39 ,"$283,978.23 ","108,926","4,925","1,818",$2.59 ,$57.66 ,$156.20 ,"$1,098,432.22 ","405,360","16,532","4,761",$2.70 ,$66.44 ,$230.71 ,4.42%,4.73%
Heparin Sodium ,"Heparin Sodium,Porcine ",Pfizer US Pharm ,"$306,796.55 ","99,724","4,314","1,510",$3.00 ,$71.12 ,$203.18 ,"$1,720,425.64 ","494,159","19,556","5,715",$3.47 ,$87.97 ,$301.04 ,"$1,411,245.49 ","496,164","18,885","5,808",$2.83 ,$74.73 ,$242.98 ,"$1,013,745.65 ","355,192","13,064","4,306",$2.88 ,$77.60 ,$235.43 ,"$429,434.93 ","160,762","5,821","1,930",$2.73 ,$73.77 ,$222.51 ,-5.00%,-2.32%
Heparin Sodium ,"Heparin Sodium,Porcine ",Sagent Pharmace ,"$2,770,285.65 ","978,105","41,297","10,536",$2.83 ,$67.08 ,$262.94 ,"$2,273,505.75 ","858,813","38,545","9,975",$2.63 ,$58.98 ,$227.92 ,"$2,068,274.40 ","897,812","38,487","9,872",$2.27 ,$53.74 ,$209.51 ,"$1,267,963.35 ","547,656","22,514","6,217",$2.26 ,$56.32 ,$203.95 ,"$965,774.68 ","459,781","17,282","4,781",$2.06 ,$55.88 ,$202.00 ,-9.22%,-7.68%
Heparin Sodium ,"Heparin Sodium,Porcine ",Sagent/Premierp ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$2,237.18 ","1,515",104,38,$1.48 ,$21.51 ,$58.87 ,"$16,051.42 ","10,994",508,173,$1.46 ,$31.60 ,$92.78 ,"$7,936.62 ","6,126",240,145,$1.30 ,$33.07 ,$54.74 ,-11.26%,-6.33%
Heparin Sodium ,"Heparin Sodium,Porcine ","West-Ward, Inc. ","$21,010.53 ","5,783",162,93,$3.65 ,$129.69 ,$225.92 ,"$7,922.44 ","2,075",80,55,$3.75 ,$99.03 ,$144.04 ,"$42,528.87 ","21,753",982,451,$1.94 ,$43.31 ,$94.30 ,"$153,920.41 ","112,651","4,483","1,564",$1.37 ,$34.33 ,$98.41 ,"$133,663.06 ","96,258","3,753","1,427",$1.38 ,$35.61 ,$93.67 ,0.88%,-21.59%
Heparin Sodium ,"Heparin Sodium,Porcine/PF ",App/Fresenius K ,"$44,011.65 ","6,504",221,123,$7.01 ,$199.15 ,$357.82 ,"$49,131.29 ","7,097",228,146,$7.71 ,$215.49 ,$336.52 ,"$42,215.45 ","6,614",224,129,$7.50 ,$188.46 ,$327.25 ,"$50,608.41 ","7,486",290,156,$7.22 ,$174.51 ,$324.41 ,"$56,765.22 ","15,751",322,167,$5.27 ,$176.29 ,$339.91 ,-27.06%,-6.90%
Heparin Sodium ,"Heparin Sodium,Porcine/PF ",Hospira ,"$52,551.93 ","8,686",504,272,$6.05 ,$104.27 ,$193.21 ,"$63,050.04 ","15,476",551,275,$4.07 ,$114.43 ,$229.27 ,"$87,273.48 ","65,420",493,255,$1.33 ,$177.03 ,$342.25 ,"$85,255.19 ","70,265",538,254,$1.21 ,$158.47 ,$335.65 ,"$55,109.82 ","10,663",518,264,$5.17 ,$106.39 ,$208.75 ,325.98%,-3.86%
Hepsera ,Adefovir Dipivoxil ,Gilead Sciences ,"$12,202,530.96 ","367,671","11,002","1,500",$33.19 ,"$1,109.12 ","$8,135.02 ","$10,595,714.69 ","297,578","8,919","1,323",$35.61 ,"$1,187.99 ","$8,008.85 ","$3,594,581.03 ","97,534","3,071",564,$36.85 ,"$1,170.49 ","$6,373.37 ","$1,676,648.35 ","43,452","1,235",233,$38.59 ,"$1,357.61 ","$7,195.92 ","$1,019,621.51 ","24,839",725,128,$41.05 ,"$1,406.37 ","$7,965.79 ",6.38%,5.46%
