Brand Name,Generic Name,Number of Manufacturers,2012 Total Spending,2012 Total Dosage Units,2012 Total Claims,"2012 Total 
Beneficiaries",2012 Average Spending Per Dosage Unit (Weighted),"2012 Average 
Spending Per Claim","2012 Average 
Spending Per Beneficiary",2013 Total Spending,2013 Total Dosage Units,2013 Total Claims,"2013 Total 
Beneficiaries",2013 Average Spending Per Dosage Unit (Weighted),"2013 Average 
Spending Per Claim","2013 Average 
Spending Per Beneficiary",2014 Total Spending,2014 Total Dosage Units,2014 Total Claims,"2014 Total 
Beneficiaries",2014 Average Spending Per Dosage Unit (Weighted),"2014 Average 
Spending Per Claim","2014 Average 
Spending Per Beneficiary",2015 Total Spending,2015 Total Dosage Units,2015 Total Claims,"2015 Total 
Beneficiaries",2015 Average Spending Per Dosage Unit (Weighted),"2015 Average 
Spending Per Claim","2015 Average 
Spending Per Beneficiary",2016 Total Spending,2016 Total Dosage Units,2016 Total Claims,"2016 Total 
Beneficiaries",2016 Average Spending Per Dosage Unit (Weighted),"2016 Average 
Spending Per Claim","2016 Average 
Spending Per Beneficiary",Change in Average Spending Per Dosage Unit (2015-2016),Annual Growth Rate in Average Spending Per Dosage Unit (2012-2016)
Klonopin ,Clonazepam ,1,"$364,174.72 ","195,677","2,144",509,$1.85 ,$169.86 ,$715.47 ,"$3,147,334.73 ","1,482,177","16,816","3,639",$2.13 ,$187.16 ,$864.89 ,"$1,946,069.29 ","839,184","10,874","2,978",$2.33 ,$178.97 ,$653.48 ,"$2,220,740.29 ","918,541","10,617","2,122",$2.43 ,$209.17 ,"$1,046.53 ","$2,726,943.81 ","1,038,109","12,248","2,214",$2.63 ,$222.64 ,"$1,231.68 ",8.14%,9.17%
Klor-Con ,Potassium Chloride ,1,"$4,153,649.73 ","5,007,933","88,607","29,688",$0.83 ,$46.88 ,$139.91 ,"$7,947,627.41 ","6,637,324","118,012","40,251",$1.20 ,$67.35 ,$197.45 ,"$13,515,883.49 ","4,833,598","84,062","31,017",$2.80 ,$160.78 ,$435.76 ,"$10,776,152.26 ","2,698,848","40,766","17,674",$4.00 ,$264.34 ,$609.72 ,"$8,813,129.53 ","1,510,784","26,868","10,806",$5.83 ,$328.02 ,$815.58 ,45.70%,62.84%
Klor-Con 10 ,Potassium Chloride ,1,"$48,670,626.77 ","125,922,856","1,719,314","421,042",$0.39 ,$28.31 ,$115.60 ,"$49,754,115.80 ","120,068,139","1,685,562","424,961",$0.41 ,$29.52 ,$117.08 ,"$39,807,253.24 ","99,105,094","1,361,850","377,888",$0.40 ,$29.23 ,$105.34 ,"$16,881,341.33 ","45,280,438","603,781","190,544",$0.37 ,$27.96 ,$88.60 ,"$17,964,663.87 ","48,751,457","686,011","205,406",$0.37 ,$26.19 ,$87.46 ,-1.16%,-1.19%
Klor-Con 8 ,Potassium Chloride ,2,"$14,367,879.99 ","33,515,887","479,423","107,317",$0.43 ,$29.97 ,$133.88 ,"$14,201,785.53 ","33,351,192","464,139","105,163",$0.43 ,$30.60 ,$135.05 ,"$11,985,339.37 ","27,708,188","380,669","93,638",$0.43 ,$31.48 ,$128.00 ,"$6,634,146.53 ","15,167,039","206,477","58,063",$0.44 ,$32.13 ,$114.26 ,"$5,415,973.95 ","13,872,241","183,797","49,389",$0.39 ,$29.47 ,$109.66 ,-10.64%,-2.31%
Klor-Con M10 ,Potassium Chloride ,1,"$22,471,164.82 ","51,681,310","963,770","228,613",$0.43 ,$23.32 ,$98.29 ,"$24,185,701.30 ","57,525,538","1,012,896","250,846",$0.42 ,$23.88 ,$96.42 ,"$22,715,971.73 ","58,339,787","975,261","275,922",$0.39 ,$23.29 ,$82.33 ,"$22,375,974.70 ","61,863,409","952,720","255,942",$0.36 ,$23.49 ,$87.43 ,"$16,317,335.52 ","52,083,601","732,090","215,119",$0.31 ,$22.29 ,$75.85 ,-13.38%,-7.87%
Klor-Con M15 ,Potassium Chloride ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$32,635.59 ","63,728",793,560,$0.51 ,$41.15 ,$58.28 ,"$411,530.59 ","530,176","7,420","2,160",$0.78 ,$55.46 ,$190.52 ,"$571,977.09 ","662,791","8,925","2,500",$0.86 ,$64.09 ,$228.79 ,11.18%,29.81%
Klor-Con M20 ,Potassium Chloride ,1,"$59,407,352.70 ","140,595,285","2,313,083","515,754",$0.42 ,$25.68 ,$115.19 ,"$65,454,498.48 ","148,247,255","2,426,692","580,195",$0.44 ,$26.97 ,$112.81 ,"$63,180,206.38 ","159,528,571","2,426,709","674,328",$0.40 ,$26.04 ,$93.69 ,"$60,366,084.43 ","168,007,203","2,463,426","643,595",$0.36 ,$24.50 ,$93.80 ,"$43,520,527.78 ","130,890,617","1,859,219","515,838",$0.33 ,$23.41 ,$84.37 ,-7.46%,-5.82%
Klor-Con Sprinkle ,Potassium Chloride ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$45,123.08 ","83,203","1,271",841,$0.54 ,$35.50 ,$53.65 ,"$7,143,477.93 ","12,103,769","177,741","68,754",$0.59 ,$40.19 ,$103.90 ,8.83%,8.83%
Klor-Con-Ef ,Potassium Bicarbonate/Cit Ac ,1,"$216,268.24 ","663,258","11,609","3,349",$0.33 ,$18.63 ,$64.58 ,"$245,275.00 ","599,700","10,179","3,175",$0.41 ,$24.10 ,$77.25 ,"$200,617.18 ","423,503","6,555","2,301",$0.47 ,$30.61 ,$87.19 ,"$262,148.05 ","414,032","5,434","2,121",$0.63 ,$48.24 ,$123.60 ,"$250,769.73 ","444,630","5,544","1,965",$0.56 ,$45.23 ,$127.62 ,-10.92%,14.68%
Kombiglyze XR ,Saxagliptin HCl/Metformin HCl ,1,"$40,557,037.62 ","7,856,378","151,548","31,908",$5.70 ,$267.62 ,"$1,271.06 ","$65,285,548.45 ","11,416,902","202,814","41,817",$6.32 ,$321.90 ,"$1,561.22 ","$73,147,177.57 ","11,369,512","191,944","38,374",$7.12 ,$381.09 ,"$1,906.17 ","$75,113,371.77 ","10,504,302","171,119","32,473",$7.92 ,$438.95 ,"$2,313.10 ","$73,049,393.17 ","9,303,374","143,864","27,571",$8.70 ,$507.77 ,"$2,649.50 ",9.82%,11.14%
Korlym ,Mifepristone ,1,  ,  ,  ,  ,  ,  ,  ,"$1,124,937.69 ","4,972",88,36,$226.25 ,"$12,783.38 ","$31,248.27 ","$353,182.98 ","1,261",25,25,$280.08 ,"$14,127.32 ","$14,127.32 ","$9,154,083.49 ","26,633",520,103,$343.71 ,"$17,604.01 ","$88,874.60 ","$23,007,898.76 ","56,522","1,083",187,$407.06 ,"$21,244.60 ","$123,036.89 ",18.43%,21.62%
Kristalose ,Lactulose ,1,"$2,818,782.44 ","1,270,599","25,731","9,969",$2.23 ,$109.55 ,$282.75 ,"$3,215,954.12 ","1,235,067","23,168","9,043",$2.61 ,$138.81 ,$355.63 ,"$6,510,904.37 ","1,104,650","20,100","7,867",$5.90 ,$323.93 ,$827.62 ,"$6,469,969.92 ","987,355","17,605","6,935",$6.55 ,$367.51 ,$932.94 ,"$5,116,848.10 ","769,162","12,769","5,114",$6.65 ,$400.72 ,"$1,000.56 ",1.50%,31.46%
Kurvelo ,Levonorgestrel-Ethin Estradiol ,1,  ,  ,  ,  ,  ,  ,  ,"$6,241.22 ","8,764",212,93,$0.71 ,$29.44 ,$67.11 ,"$18,079.70 ","46,256","1,215",262,$0.39 ,$14.88 ,$69.01 ,"$16,897.21 ","50,820","1,395",265,$0.33 ,$12.11 ,$63.76 ,"$15,049.75 ","49,392","1,339",261,$0.30 ,$11.24 ,$57.66 ,-8.36%,-24.65%
Kuvan ,Sapropterin Dihydrochloride ,1,"$12,298,156.22 ","378,697",924,106,$32.47 ,"$13,309.69 ","$116,020.34 ","$14,597,987.96 ","445,169","1,051",118,$32.79 ,"$13,889.62 ","$123,711.76 ","$16,396,243.67 ","493,986","1,122",135,$33.19 ,"$14,613.41 ","$121,453.66 ","$18,229,087.06 ","518,255","1,292",142,$41.15 ,"$14,109.20 ","$128,373.85 ","$20,501,890.43 ","408,270","1,623",147,$78.13 ,"$12,632.10 ","$139,468.64 ",89.88%,24.54%
Kynamro ,Mipomersen Sodium ,1,  ,  ,  ,  ,  ,  ,  ,"$323,457.43 ",84,21,  ,"$3,850.68 ","$15,402.73 ",  ,"$2,555,363.56 ",524,125,31,"$4,876.65 ","$20,442.91 ","$82,431.08 ","$4,014,038.72 ",748,185,35,"$5,366.36 ","$21,697.51 ","$114,686.82 ","$2,998,408.46 ",496,125,18,"$6,045.18 ","$23,987.27 ","$166,578.25 ",12.65%,16.22%
Labetalol HCl ,Labetalol HCl ,10,"$37,500,798.17 ","122,128,372","1,204,301","209,388",$0.30 ,$31.14 ,$179.10 ,"$63,386,639.75 ","137,119,659","1,302,174","232,495",$0.46 ,$48.68 ,$272.64 ,"$64,085,422.75 ","140,682,565","1,311,826","238,116",$0.45 ,$48.85 ,$269.14 ,"$60,307,932.10 ","143,689,486","1,314,802","242,980",$0.42 ,$45.87 ,$248.20 ,"$52,647,058.96 ","147,450,785","1,318,745","247,788",$0.36 ,$39.92 ,$212.47 ,-14.79%,3.89%
Lacrisert ,Hydroxypropyl Cellulose ,1,"$2,032,334.63 ","420,035","5,023","1,736",$4.84 ,$404.61 ,"$1,170.70 ","$2,530,790.90 ","466,223","5,327","1,764",$5.43 ,$475.09 ,"$1,434.69 ","$2,830,801.67 ","489,920","5,526","1,757",$5.78 ,$512.27 ,"$1,611.16 ","$3,213,577.10 ","487,940","5,588","1,710",$6.59 ,$575.09 ,"$1,879.28 ","$572,519.05 ","86,585","1,029",633,$6.61 ,$556.38 ,$904.45 ,0.40%,8.12%
Lactated Ringers ,"Ringers Solution,Lactated ",3,"$106,432.93 ","24,683,489","4,011","1,457",$0.00 ,$26.54 ,$73.05 ,"$78,993.29 ","31,046,774","4,618","1,575",$0.00 ,$17.11 ,$50.15 ,"$89,154.49 ","28,179,333","4,465","1,518",$0.00 ,$19.97 ,$58.73 ,"$142,896.29 ","30,496,846","4,822","1,491",$0.00 ,$29.63 ,$95.84 ,"$173,533.13 ","36,579,873","5,862","1,667",$0.00 ,$29.60 ,$104.10 ,3.88%,2.60%
Lactulose ,Lactulose ,6,"$30,216,646.56 ","1,259,583,407","1,448,903","400,814",$0.02 ,$20.85 ,$75.39 ,"$30,722,320.82 ","1,344,579,835","1,517,634","420,918",$0.02 ,$20.24 ,$72.99 ,"$28,612,548.54 ","1,417,958,954","1,574,033","436,437",$0.02 ,$18.18 ,$65.56 ,"$28,129,731.84 ","1,431,654,104","1,590,867","449,865",$0.02 ,$17.68 ,$62.53 ,"$27,566,130.68 ","1,419,936,385","1,580,998","449,469",$0.02 ,$17.44 ,$61.33 ,-1.13%,-5.17%
Lamictal ,Lamotrigine ,1,"$61,495,226.83 ","9,258,848","98,891","11,827",$6.74 ,$621.85 ,"$5,199.56 ","$68,272,955.95 ","8,848,554","93,401","10,850",$7.82 ,$730.97 ,"$6,292.44 ","$71,681,874.30 ","8,255,294","84,929","9,814",$8.80 ,$844.02 ,"$7,304.04 ","$85,130,932.93 ","7,838,073","79,611","8,888",$11.02 ,"$1,069.34 ","$9,578.19 ","$94,563,076.58 ","7,389,723","73,964","8,332",$12.98 ,"$1,278.50 ","$11,349.39 ",17.80%,17.81%
Lamictal (Green) ,Lamotrigine ,1,"$91,803.57 ","16,170",165,161,$5.68 ,$556.39 ,$570.21 ,"$113,675.16 ","17,297",177,173,$6.57 ,$642.23 ,$657.08 ,"$116,342.03 ","15,840",164,162,$7.34 ,$709.40 ,$718.16 ,"$117,639.28 ","12,789",131,126,$9.20 ,$898.01 ,$933.65 ,"$72,379.22 ","6,860",70,68,$10.55 ,"$1,033.99 ","$1,064.40 ",14.70%,16.76%
Lamictal (Orange) ,Lamotrigine ,1,"$362,306.08 ","64,332","1,329","1,283",$5.63 ,$272.62 ,$282.39 ,"$363,631.17 ","55,223","1,139","1,107",$6.58 ,$319.25 ,$328.48 ,"$315,956.61 ","42,852",881,861,$7.37 ,$358.63 ,$366.96 ,"$307,232.18 ","33,393",686,665,$9.20 ,$447.86 ,$462.00 ,"$231,486.53 ","21,447",443,427,$10.79 ,$522.54 ,$542.12 ,17.31%,17.66%
Lamictal ODT ,Lamotrigine ,1,"$5,410,645.51 ","804,817","12,960","2,469",$6.81 ,$417.49 ,"$2,191.43 ","$7,408,879.71 ","1,014,325","15,852","2,772",$7.40 ,$467.38 ,"$2,672.76 ","$8,688,202.50 ","1,051,473","16,131","2,806",$8.38 ,$538.60 ,"$3,096.29 ","$6,418,488.54 ","633,692","9,375","1,860",$10.26 ,$684.64 ,"$3,450.80 ","$4,035,479.78 ","376,898","4,704",673,$10.93 ,$857.88 ,"$5,996.26 ",6.57%,12.56%
Lamictal XR ,Lamotrigine ,1,"$34,624,539.54 ","2,749,147","43,180","6,064",$12.77 ,$801.87 ,"$5,709.85 ","$30,798,236.49 ","2,219,687","32,146","5,141",$14.17 ,$958.07 ,"$5,990.71 ","$27,106,466.40 ","1,864,687","25,403","3,244",$14.88 ,"$1,067.06 ","$8,355.88 ","$32,982,964.80 ","1,795,771","23,703","2,727",$18.91 ,"$1,391.51 ","$12,094.96 ","$39,202,102.12 ","1,757,175","22,667","2,583",$22.94 ,"$1,729.48 ","$15,176.97 ",21.27%,15.76%
Lamisil ,Terbinafine HCl ,1,"$118,326.89 ","8,079",243,151,$14.65 ,$486.94 ,$783.62 ,"$162,735.38 ","11,071",340,213,$14.70 ,$478.63 ,$764.02 ,"$151,634.20 ","8,137",263,148,$18.64 ,$576.56 ,"$1,024.56 ","$127,534.02 ","6,516",173,109,$19.57 ,$737.19 ,"$1,170.04 ","$134,035.11 ","5,512",151,85,$24.32 ,$887.65 ,"$1,576.88 ",24.24%,13.51%
Lamivudine ,Lamivudine ,7,"$15,894,455.25 ","2,185,500","52,958","8,245",$7.67 ,$300.13 ,"$1,927.77 ","$19,160,400.48 ","2,745,954","67,173","9,182",$7.30 ,$285.24 ,"$2,086.73 ","$18,458,490.02 ","2,881,004","71,728","9,693",$6.69 ,$257.34 ,"$1,904.31 ","$17,580,735.02 ","3,492,237","76,332","10,753",$6.01 ,$230.32 ,"$1,634.96 ","$14,623,989.89 ","4,193,163","76,943","10,814",$4.91 ,$190.06 ,"$1,352.32 ",-18.30%,-10.57%
Lamivudine Hbv ,Lamivudine ,3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$5,478,110.09 ","455,651","13,019","2,627",$12.02 ,$420.78 ,"$2,085.31 ","$6,983,651.08 ","637,832","18,543","3,163",$11.04 ,$376.62 ,"$2,207.92 ","$6,163,924.38 ","652,831","18,426","3,276",$9.53 ,$334.52 ,"$1,881.54 ",-13.70%,-10.96%
Lamivudine-Zidovudine ,Lamivudine/Zidovudine ,6,"$44,198,716.33 ","3,700,813","57,603","8,633",$11.94 ,$767.30 ,"$5,119.74 ","$46,267,612.45 ","4,214,847","66,255","8,399",$10.97 ,$698.33 ,"$5,508.70 ","$38,537,656.53 ","3,854,757","59,654","7,546",$9.99 ,$646.02 ,"$5,107.03 ","$26,882,070.73 ","3,293,283","51,507","6,430",$8.16 ,$521.91 ,"$4,180.73 ","$13,972,375.18 ","2,593,804","40,800","5,287",$5.38 ,$342.46 ,"$2,642.78 ",-34.04%,-18.06%
Lamotrigine ,Lamotrigine ,17,"$54,579,588.70 ","176,856,555","2,658,922","347,933",$0.31 ,$20.53 ,$156.87 ,"$58,225,096.13 ","202,540,857","2,952,723","392,300",$0.29 ,$19.72 ,$148.42 ,"$50,328,182.08 ","221,649,538","3,168,989","424,102",$0.23 ,$15.88 ,$118.67 ,"$43,137,026.82 ","238,531,325","3,358,340","450,523",$0.18 ,$12.84 ,$95.75 ,"$43,439,097.13 ","256,957,275","3,545,536","477,881",$0.17 ,$12.25 ,$90.90 ,-6.20%,-13.88%
Lamotrigine ER ,Lamotrigine ,3,  ,  ,  ,  ,  ,  ,  ,"$13,977,131.59 ","1,316,116","22,945","5,694",$10.87 ,$609.16 ,"$2,454.71 ","$30,134,648.48 ","3,158,425","53,259","9,996",$9.78 ,$565.81 ,"$3,014.67 ","$39,571,793.10 ","4,355,723","72,280","12,224",$9.32 ,$547.48 ,"$3,237.22 ","$40,264,981.37 ","5,144,726","78,824","13,590",$7.98 ,$510.82 ,"$2,962.84 ",-14.42%,-9.78%
Lamotrigine ODT ,Lamotrigine ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$3,209,192.70 ","411,133","6,282","2,013",$7.85 ,$510.86 ,"$1,594.23 ","$3,650,900.05 ","500,913","7,473","2,075",$7.34 ,$488.55 ,"$1,759.47 ",-6.48%,-6.48%
Lanoxin ,Digoxin ,3,  ,  ,  ,  ,  ,  ,  ,"$2,568,850.73 ","1,701,529","41,588","14,205",$1.50 ,$61.77 ,$180.84 ,"$5,828,515.53 ","2,687,117","65,783","13,767",$2.14 ,$88.60 ,$423.37 ,"$6,735,427.69 ","1,909,059","46,347","9,183",$3.44 ,$145.33 ,$733.47 ,"$5,898,596.14 ","871,282","20,385","5,072",$6.68 ,$289.36 ,"$1,162.97 ",93.90%,64.45%
Lansoprazol-Amoxicil-Clarithro ,Lansoprazole/Amoxiciln/Clarith ,3,  ,  ,  ,  ,  ,  ,  ,"$1,416,287.40 ","355,845","3,199","3,157",$3.98 ,$442.73 ,$448.62 ,"$5,777,343.54 ","1,366,930","12,248","11,945",$4.23 ,$471.70 ,$483.66 ,"$5,278,314.00 ","1,134,054","10,161","9,912",$4.65 ,$519.47 ,$532.52 ,"$3,979,284.60 ","901,433","8,069","7,869",$4.41 ,$493.16 ,$505.69 ,-5.15%,3.51%
Lansoprazole ,Lansoprazole ,13,"$136,716,400.37 ","78,034,658","1,594,340","390,480",$1.76 ,$85.75 ,$350.12 ,"$149,931,309.04 ","88,522,608","1,736,804","400,751",$1.70 ,$86.33 ,$374.13 ,"$129,035,750.36 ","99,219,235","1,884,183","427,973",$1.30 ,$68.48 ,$301.50 ,"$104,109,048.76 ","100,601,195","1,835,816","414,566",$1.03 ,$56.71 ,$251.13 ,"$61,460,595.94 ","80,052,182","1,389,243","337,576",$0.77 ,$44.24 ,$182.06 ,-25.79%,-18.68%
Lantus ,"Insulin Glargine,Hum.Rec.Anlog ",1,"$1,091,943,325.20 ","86,880,176","4,841,241","856,320",$12.57 ,$225.55 ,"$1,275.16 ","$1,311,063,183.10 ","85,656,971","4,601,729","838,353",$15.31 ,$284.91 ,"$1,563.86 ","$1,725,595,628.80 ","80,207,645","4,284,694","787,204",$21.51 ,$402.73 ,"$2,192.06 ","$1,876,168,995.10 ","75,067,073","3,993,659","733,912",$24.99 ,$469.79 ,"$2,556.40 ","$1,687,996,835.70 ","67,839,978","3,597,380","671,493",$24.88 ,$469.23 ,"$2,513.80 ",-0.44%,18.62%
Lantus Solostar ,"Insulin Glargine,Hum.Rec.Anlog ",1,"$851,156,733.63 ","58,784,520","2,922,715","658,565",$14.48 ,$291.22 ,"$1,292.44 ","$1,371,996,460.70 ","80,268,076","3,863,847","862,887",$17.09 ,$355.09 ,"$1,590.01 ","$2,016,972,560.30 ","92,786,700","4,442,308","973,018",$21.74 ,$454.04 ,"$2,072.90 ","$2,483,335,172.00 ","100,568,924","4,861,671","1,041,382",$24.69 ,$510.80 ,"$2,384.65 ","$2,526,426,477.80 ","102,691,210","5,029,203","1,075,461",$24.60 ,$502.35 ,"$2,349.16 ",-0.37%,14.17%
Larin ,Norethindrone Ac-Eth Estradiol ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$4,332.10 ","4,466",167,55,$0.97 ,$25.94 ,$78.77 ,"$13,799.03 ","16,464",585,138,$0.84 ,$23.59 ,$99.99 ,"$23,626.50 ","31,080","1,003",360,$0.76 ,$23.56 ,$65.63 ,-9.36%,-11.32%
Larin Fe ,Norethindrone-E.Estradiol-Iron ,1,  ,  ,  ,  ,  ,  ,  ,"$2,040.48 ","2,912",79,73,$0.70 ,$25.83 ,$27.95 ,"$50,207.14 ","76,470","2,093",561,$0.66 ,$23.99 ,$89.50 ,"$88,292.94 ","144,870","4,097",930,$0.61 ,$21.55 ,$94.94 ,"$131,044.75 ","232,185","6,242","1,598",$0.56 ,$20.99 ,$82.01 ,-7.39%,-6.98%
Lasix ,Furosemide ,1,"$1,051,672.37 ","2,172,815","34,523","9,289",$0.48 ,$30.46 ,$113.22 ,"$1,328,696.59 ","2,412,322","36,272","9,520",$0.55 ,$36.63 ,$139.57 ,"$1,295,950.41 ","2,043,071","29,719","8,526",$0.63 ,$43.61 ,$152.00 ,"$1,287,421.96 ","1,780,890","26,218","7,189",$0.72 ,$49.10 ,$179.08 ,"$888,445.50 ","1,117,527","16,886","5,576",$0.79 ,$52.61 ,$159.33 ,10.03%,13.14%
Lastacaft ,Alcaftadine ,1,"$4,002,185.70 ","107,019","33,354","19,286",$37.40 ,$119.99 ,$207.52 ,"$8,213,401.55 ","202,291","62,081","31,920",$40.60 ,$132.30 ,$257.31 ,"$7,447,162.25 ","169,085","51,431","26,456",$44.04 ,$144.80 ,$281.49 ,"$6,882,899.67 ","130,956","39,446","18,314",$52.56 ,$174.49 ,$375.83 ,"$4,807,782.21 ","80,164","23,817","10,002",$59.97 ,$201.86 ,$480.68 ,14.11%,12.53%
Latanoprost ,Latanoprost ,6,"$84,954,678.59 ","15,162,449","4,642,181","904,015",$5.59 ,$18.30 ,$93.97 ,"$120,677,578.36 ","19,900,913","5,834,368","1,108,504",$6.05 ,$20.68 ,$108.87 ,"$117,500,405.00 ","23,205,611","6,628,631","1,258,151",$5.06 ,$17.73 ,$93.39 ,"$110,805,148.41 ","26,653,773","7,458,490","1,407,163",$4.16 ,$14.86 ,$78.74 ,"$120,303,976.51 ","29,867,728","8,158,129","1,562,154",$4.03 ,$14.75 ,$77.01 ,-3.16%,-7.86%
Latuda ,Lurasidone HCl ,1,"$99,363,630.47 ","5,904,120","185,835","35,161",$16.84 ,$534.69 ,"$2,825.96 ","$197,665,354.50 ","9,981,491","309,272","53,822",$19.89 ,$639.13 ,"$3,672.58 ","$399,930,168.87 ","16,095,031","509,479","87,591",$24.95 ,$784.98 ,"$4,565.88 ","$586,132,462.41 ","20,305,404","649,741","101,341",$28.97 ,$902.10 ,"$5,783.76 ","$783,518,176.08 ","23,145,630","739,327","108,612",$33.96 ,"$1,059.77 ","$7,213.92 ",17.23%,19.18%
Layolis Fe ,Noreth-Ethinyl Estradiol/Iron ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$9,859.28 ","3,164",83,30,$3.12 ,$118.79 ,$328.64 ,"$30,612.15 ","11,032",288,53,$2.77 ,$106.29 ,$577.59 ,-10.95%,-10.95%
Lazanda ,Fentanyl Citrate ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$1,921,888.85 ","4,842",214,83,$387.36 ,"$8,980.79 ","$23,155.29 ","$6,019,250.72 ","12,422",506,157,$466.74 ,"$11,895.75 ","$38,339.18 ","$9,528,524.34 ","16,110",637,182,$574.61 ,"$14,958.44 ","$52,354.53 ",23.11%,21.80%
Leena ,Norethindrone-Ethinyl Estrad ,1,"$15,290.97 ","15,164",401,80,$1.01 ,$38.13 ,$191.14 ,"$20,834.44 ","21,532",561,97,$0.97 ,$37.14 ,$214.79 ,"$13,875.68 ","15,932",447,74,$0.87 ,$31.04 ,$187.51 ,"$12,284.36 ","14,772",383,74,$0.83 ,$32.07 ,$166.00 ,"$10,969.13 ","13,384",364,62,$0.82 ,$30.13 ,$176.92 ,-1.45%,-5.05%
Leflunomide ,Leflunomide ,6,"$17,612,267.07 ","10,471,234","245,547","51,534",$1.68 ,$71.73 ,$341.76 ,"$17,460,951.56 ","13,133,691","305,234","62,935",$1.33 ,$57.21 ,$277.44 ,"$19,118,053.97 ","15,780,927","356,071","74,677",$1.21 ,$53.69 ,$256.01 ,"$44,966,010.04 ","17,957,348","408,617","83,651",$2.51 ,$110.04 ,$537.54 ,"$83,140,411.93 ","20,480,593","452,550","91,518",$4.06 ,$183.72 ,$908.46 ,61.98%,24.61%
Lenvima ,Lenvatinib Mesylate ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$25,618,405.67 ","130,665","1,876",512,$219.90 ,"$13,655.87 ","$50,035.95 ","$50,941,855.33 ","229,615","3,715",738,$253.35 ,"$13,712.48 ","$69,026.90 ",15.21%,15.21%
Lescol ,Fluvastatin Sodium ,1,"$3,250,749.47 ","921,095","19,519","6,158",$3.53 ,$166.54 ,$527.89 ,"$721,796.57 ","172,736","3,456",983,$4.18 ,$208.85 ,$734.28 ,"$449,403.63 ","98,703","1,768",457,$4.55 ,$254.19 ,$983.38 ,"$320,446.46 ","64,690","1,133",309,$4.95 ,$282.83 ,"$1,037.04 ","$28,475.22 ","5,623",137,60,$5.06 ,$207.85 ,$474.59 ,2.24%,9.45%
Lescol XL ,Fluvastatin Sodium ,1,"$16,099,424.39 ","3,495,787","75,566","14,278",$4.61 ,$213.05 ,"$1,127.57 ","$17,307,918.76 ","3,266,639","64,335","13,163",$5.30 ,$269.03 ,"$1,314.89 ","$17,266,064.03 ","2,796,523","52,675","10,714",$6.17 ,$327.78 ,"$1,611.54 ","$11,995,437.15 ","1,637,055","31,429","7,706",$7.33 ,$381.67 ,"$1,556.64 ","$4,038,475.25 ","470,432","9,550","2,121",$8.58 ,$422.88 ,"$1,904.04 ",17.16%,16.85%
Lessina ,Levonorgestrel-Ethin Estradiol ,1,"$125,244.26 ","154,354","4,828","1,076",$0.81 ,$25.94 ,$116.40 ,"$51,671.45 ","66,788","2,012",569,$0.77 ,$25.68 ,$90.81 ,"$37,054.87 ","57,031","1,631",368,$0.65 ,$22.72 ,$100.69 ,"$33,781.47 ","60,823","1,609",356,$0.56 ,$21.00 ,$94.89 ,"$24,184.41 ","45,502","1,228",286,$0.53 ,$19.69 ,$84.56 ,-4.30%,-10.04%
Letairis ,Ambrisentan ,1,  ,  ,  ,  ,  ,  ,  ,"$58,976,346.00 ","265,627","8,782","4,451",$222.03 ,"$6,715.59 ","$13,250.13 ","$395,603,117.35 ","1,670,088","54,939","6,560",$236.88 ,"$7,200.77 ","$60,305.35 ","$462,632,810.23 ","1,831,062","60,408","7,142",$252.66 ,"$7,658.47 ","$64,776.37 ","$574,151,760.58 ","2,007,916","66,057","7,732",$285.95 ,"$8,691.76 ","$74,256.57 ",13.17%,8.80%
Letrozole ,Letrozole ,8,"$30,312,930.91 ","17,186,276","387,967","70,165",$1.76 ,$78.13 ,$432.02 ,"$24,337,110.78 ","21,300,849","455,256","84,349",$1.14 ,$53.46 ,$288.53 ,"$16,694,996.40 ","23,585,781","487,391","93,524",$0.71 ,$34.25 ,$178.51 ,"$12,463,255.43 ","26,848,400","541,551","107,102",$0.46 ,$23.01 ,$116.37 ,"$14,966,048.15 ","30,704,868","604,937","120,595",$0.49 ,$24.74 ,$124.10 ,5.38%,-27.46%
